longitude,latitude,steel_id_short,steel_capacity,septic_ids
36.323157,32.302258,NST-3-7,25,"D03-B01-T01,D03-B01-T02,D03-B01-T03,D03-B01-T04,D03-B01-T05,D03-B01-T08,D03-B01-T09,D03-B01-T12,D03-B01-T13,D03-B01-T14,D03-B01-T20,D03-B01-T24,D03-B01-T27,D03-B01-T31,D03-B01-T32,D03-B03-T03,D03-B03-T13,D03-B03-T14,D03-B03-T15,D03-B03-T16,D03-B03-T17,D03-B03-T18,D03-B03-T19,D03-B03-T20"
36.324647,32.298068,NST-3-13,25,"D03-B08-T02,D03-B08-T03,D03-B08-T04,D03-B08-T05,D03-B08-T06,D03-B08-T07,D03-B10-T01,D03-B10-T02,D03-B10-T03,D03-B12-T01,D03-B12-T03,D03-B12-T05,D03-B12-T06,D03-B12-T07,D03-B12-T08,D03-B12-T09,D03-B12-T10,D03-B12-T13,D03-B12-T14,D03-B12-T15,D03-B12-T16,D03-B12-T17,D03-B12-T18,D03-B12-T20,D03-B12-T21,D03-B14-T01,D03-B14-T02,D03-B14-T03,D03-B14-T04,D04-B02-T02,D04-B02-T04"
36.326178,32.301419,NST-3-16,25,"D03-B02-T01,D03-B02-T02,D03-B02-T03,D03-B02-T04,D03-B02-T05,D03-B02-T06,D03-B02-T07,D03-B04-T01,D03-B04-T02,D03-B04-T03,D03-B04-T04,D03-B04-T05,D03-B04-T06,D03-B04-T07,D03-B04-T08,D03-B04-T09,D03-B04-T10,D03-B04-T11,D03-B04-T12,D03-B06-T01,D03-B06-T02,D03-B06-T03,D03-B06-T04,D03-B06-T05,D03-B06-T06,D03-B06-T07,D03-B06-T09,D03-B06-T11"
36.318892,32.295632,NST-4-1,25,"D03-B13-T04,D03-B13-T07,D03-B13-T08,D03-B13-T10,D03-B13-T12,D03-B13-T14,D03-B13-T16,D03-B13-T18,D03-B13-T19,D03-B13-T22,D04-B09-T10,D04-B11-T02,D04-B11-T03,D04-B11-T04,D04-B11-T05,D04-B11-T06,D04-B11-T07,D04-B11-T08,D04-B11-T09,D04-B11-T10,D04-B11-T11,D04-B11-T12,D04-B11-T14,D04-B11-T15,D04-B11-T16,D04-B11-T18,D04-B11-T19,D04-B11-T20,D04-B13-T02,D04-B13-T03,D04-B13-T04,D04-B13-T06,D04-B13-T07,D04-B13-T08,D04-B13-T10,D04-B13-T11,D04-B13-T12,D04-B13-T13,D04-B13-T16,D04-B13-T18,D04-B13-T19,D04-B13-T22,D04-B13-T25,D04-B13-T28,D04-B13-T30,D04-B13-T32,D04-B13-T35"
36.321319,32.297386,NST-4-3,25,"D04-B01-T02,D04-B01-T03,D04-B01-T05,D04-B03-T04,D04-B03-T06,D04-B03-T07,D04-B03-T09,D04-B03-T10,D04-B03-T13,D04-B03-T14,D04-B03-T15,D04-B03-T16,D04-B03-T21,D04-B03-T22,D04-B05-T02,D04-B05-T05,D04-B05-T07,D04-B05-T09,D04-B05-T10,D04-B07-T02"
36.323216,32.295105,NST-4-8,25,"D04-B10-T01,D04-B10-T02,D04-B10-T03,D04-B10-T04,D04-B10-T05,D04-B10-T06,D04-B10-T07,D04-B10-T08,D04-B10-T09,D04-B10-T10,D04-B10-T11,D04-B10-T12,D04-B10-T13,D04-B10-T14,D04-B10-T15,D04-B12-T03,D04-B12-T04,D04-B12-T05,D04-B12-T06,D04-B12-T07,D04-B12-T10"
36.328193,32.300244,NST-5-1,25,"D05-B01-T01,D05-B01-T02,D05-B01-T03,D05-B01-T04,D05-B01-T05,D05-B01-T06,D05-B01-T07,D05-B01-T08,D05-B01-T09,D05-B01-T11,D05-B01-T12,D05-B03-T01,D05-B03-T02,D05-B03-T03,D05-B03-T04"
36.327286,32.297876,NST-5-2,25,"D05-B11-T02,D05-B11-T05,D05-B11-T07,D05-B13-T01,D05-B13-T02,D05-B13-T03,D05-B13-T04,D05-B13-T05,D05-B13-T06,D05-B13-T07"
36.328504,32.294026,NST-5-8,25,"D05-B17-T02,D05-B19-T01,D05-B19-T02,D05-B19-T03,D05-B19-T04,D05-B19-T05,D05-B21-T05,D05-B21-T06,D05-B21-T07,D05-B21-T08,D05-B21-T09,D05-B21-T10"
36.330676,32.300458,NST-5-9,25,"D05-B01-T19,D05-B01-T20,D05-B01-T22,D05-B01-T23,D05-B01-T24,D05-B01-T27"
36.330579,32.298381,NST-5-10,25,"D05-B08-T01,D05-B08-T02,D05-B08-T03,D05-B08-T04,D05-B08-T05,D05-B10-T02,D05-B10-T04,D05-B10-T05,D05-B10-T06"
36.332244,32.299914,NST-5-13,25,"D05-B02-T04,D05-B02-T05,D05-B02-T06,D05-B02-T07,D05-B02-T08,D05-B02-T09,D05-B02-T10,D05-B02-T11,D05-B02-T12,D05-B02-T13,D05-B02-T14,D05-B02-T15,D05-B02-T16,D05-B02-T17,D05-B02-T18,D05-B02-T19"
36.330085,32.293953,NST-5-14,25,"D05-B20-T01,D05-B20-T02,D05-B20-T03,D05-B20-T04,D05-B22-T01,D05-B22-T02,D05-B22-T03"
36.331939,32.295636,NST-5-16,25,"D05-B12-T03,D05-B12-T04,D05-B12-T05,D05-B12-T06,D05-B14-T05,D05-B14-T06,D05-B14-T07"
36.333122,32.29868,NST-5-17,25,"D05-B04-T04,D05-B04-T05,D05-B04-T06,D05-B04-T07,D05-B04-T08,D05-B06-T05,D05-B06-T06,D05-B06-T07,D05-B06-T08,D05-B08-T06,D05-B08-T07,D05-B08-T08,D05-B10-T08,D05-B10-T09,D05-B10-T12"
36.317946,32.293802,NST-11-1,25,"D11-B01-T01,D11-B01-T02,D11-B03-T01,D11-B03-T02,D11-B03-T03,D11-B03-T04,D11-B03-T06,D11-B05-T01,D11-B05-T05,D11-B05-T06,D11-B05-T07,D11-B05-T08,D11-B05-T12"
36.317218,32.292187,NST-11-2,30,"D11-B05-T02,D11-B05-T03,D11-B05-T04,D11-B07-T01,D11-B07-T02,D11-B07-T03,D11-B07-T04,D11-B07-T05,D11-B07-T07,D11-B09-T01,D11-B09-T02,D11-B09-T03,D11-B09-T04,D11-B09-T05,D11-B09-T06,D11-B09-T07"
36.31464,32.296424,OST-2-6,20,"D12-B01-T06,D12-B01-T07,D12-B01-T08"
36.31602,32.296456,OST-2-18,20,"D12-B01-T09,D12-B01-T10,D12-B01-T11,D12-B02-T13,D12-B02-T14,D12-B02-T15,D12-B02-T17,D12-B02-T18"
36.317216,32.29634,OST-2-25,20,D12-B01-T12
36.318124,32.296149,OST-2-30,20,"D12-B01-T13,D12-B01-T14,D12-B01-T15,D12-B01-T16,D12-B02-T19,D12-B02-T20,D12-B02-T21,D12-B02-T22,D12-B03-T19"
36.322562,32.299469,OST-3-5,,"D03-B11-T21,D03-B11-T22,D03-B11-T23,D03-B11-T24,D03-B11-T26,D03-B11-T27,D03-B11-T29,D03-B11-T30,D03-B11-T31"
36.323703,32.299723,OST-3-9,,"D03-B09-T13,D03-B09-T16"
36.324112,32.300659,OST-3-10,,"D03-B05-T14,D03-B05-T15,D03-B05-T19,D03-B07-T12,D03-B07-T13,D03-B07-T16,D03-B07-T18,D03-B07-T22"
36.324444,32.301318,OST-3-11,,"D03-B01-T23,D03-B01-T26,D03-B01-T28,D03-B03-T11,D03-B03-T22,D03-B03-T23,D03-B03-T24,D03-B03-T26,D03-B03-T27"
36.324749,32.302456,OST-3-14,,"D03-B01-T19,D03-B01-T21,D03-B01-T25,D03-B01-T29,D03-B01-T30,D03-B01-T33"
36.326461,32.299793,OST-3-17,,"D03-B06-T08,D03-B06-T10,D03-B06-T12,D03-B06-T13,D03-B06-T14"
36.326703,32.298535,OST-3-18,,"D03-B08-T08,D03-B08-T09,D03-B08-T10,D03-B10-T04,D03-B10-T05,D03-B10-T06"
36.321237,32.297319,OST-4-2,,"D04-B03-T03,D04-B03-T05,D04-B05-T01,D04-B05-T03,D04-B09-T06,D04-B09-T08,D04-B09-T09,D04-B09-T12"
36.322022,32.295994,OST-4-4,,"D04-B07-T01,D04-B07-T03,D04-B07-T04,D04-B07-T05,D04-B07-T06,D04-B07-T07,D04-B07-T08,D04-B07-T09,D04-B07-T10,D04-B07-T11,D04-B07-T12,D04-B07-T13,D04-B07-T14,D04-B07-T15,D04-B07-T16,D04-B09-T16,D04-B09-T17,D04-B09-T18,D04-B09-T19,D04-B09-T20,D04-B11-T17"
36.322761,32.297802,OST-4-6,,"D04-B01-T01,D04-B01-T06,D04-B01-T08,D04-B01-T09,D04-B01-T10,D04-B01-T11,D04-B03-T23,D04-B03-T25,D04-B03-T26,D04-B03-T27"
36.324449,32.295555,OST-4-12,,"D04-B08-T01,D04-B08-T03,D04-B08-T05,D04-B08-T06,D04-B08-T07,D04-B08-T09,D04-B08-T10,D04-B08-T11,D04-B08-T12,D04-B08-T13"
36.325633,32.297604,OST-4-15,,"D03-B14-T05,D03-B14-T06,D04-B02-T06,D04-B02-T08,D04-B02-T09,D04-B02-T10,D04-B02-T12"
36.327914,32.29686,OST-5-3,25,"D05-B15-T02,D05-B15-T03,D05-B15-T04,D05-B15-T05,D05-B15-T06,D05-B15-T07,D05-B15-T08"
36.328411,32.297956,OST-5-4,25,"D05-B07-T04,D05-B09-T02,D05-B09-T03,D05-B09-T04,D05-B09-T07,D05-B09-T08,D05-B09-T09,D05-B09-T10,D05-B09-T11,D05-B09-T12"
36.328891,32.298994,OST-5-5,25,"D05-B03-T05,D05-B05-T01,D05-B05-T02,D05-B05-T04,D05-B05-T05,D05-B05-T06,D05-B05-T07,D05-B05-T08,D05-B05-T09,D05-B07-T01,D05-B07-T02,D05-B07-T05,D05-B07-T06,D05-B07-T07,D05-B07-T08,D05-B07-T09,D05-B07-T10"
36.329293,32.299868,OST-5-6,25,"D05-B01-T10,D05-B01-T14,D05-B01-T18,D05-B01-T21,D05-B03-T06,D05-B03-T07,D05-B03-T08,D05-B03-T09"
36.328385,32.295454,OST-5-7,25,"D05-B17-T03,D05-B17-T04,D05-B17-T05,D05-B17-T06,D05-B17-T07,D05-B17-T08"
36.330149,32.296129,OST-5-11,25,"D05-B14-T01,D05-B14-T02,D05-B14-T03,D05-B14-T04"
36.331504,32.299134,OST-5-12,25,"D05-B04-T02,D05-B04-T03,D05-B06-T01,D05-B06-T02,D05-B06-T03,D05-B06-T04"
36.330598,32.294727,OST-5-15,25,"D05-B16-T01,D05-B16-T02,D05-B16-T03,D05-B16-T04,D05-B16-T05,D05-B16-T06,D05-B16-T07,D05-B16-T08,D05-B16-T09,D05-B16-T10,D05-B18-T03,D05-B18-T04,D05-B18-T05,D05-B18-T06,D05-B18-T07,D05-B18-T08"
36.33882,32.293282,OST-7-1,25,"D07-B09-T01,D07-B09-T02,D07-B09-T03,D07-B09-T04,D07-B11-T02,D07-B11-T03,D07-B11-T04,D07-B11-T05,D07-B11-T06,D07-B11-T08,D07-B11-T09,D07-B11-T11,D07-B11-T12,D07-B13-T02,D07-B13-T04,D07-B13-T05,D07-B13-T07,D07-B13-T08,D07-B13-T09,D07-B13-T10,D07-B13-T13,D07-B13-T15"
36.339788,32.295395,OST-7-2,25,"D07-B19-T01,D07-B19-T02,D07-B19-T03,D07-B19-T04,D07-B19-T06,D07-B19-T07,D07-B19-T08,D07-B19-T09,D07-B19-T10,D07-B19-T11,D07-B19-T12,D07-B19-T13,D07-B19-T14,D07-B21-T01,D07-B21-T02,D07-B21-T03,D07-B21-T04,D07-B21-T05,D07-B21-T06,D07-B21-T07,D07-B21-T08,D07-B21-T09,D07-B21-T10,D07-B23-T10,D07-B23-T15"
36.339324,32.294372,OST-7-3,25,"D07-B15-T01,D07-B15-T02,D07-B15-T03,D07-B15-T04,D07-B15-T05,D07-B15-T07,D07-B15-T08,D07-B15-T09,D07-B17-T01,D07-B17-T02,D07-B17-T03,D07-B17-T04,D07-B17-T05,D07-B17-T06,D07-B17-T07,D07-B17-T08,D07-B17-T09,D07-B17-T11"
36.338292,32.289671,OST-7-4,25,"D07-B01-T01,D07-B01-T02,D07-B01-T03,D07-B01-T04,D07-B01-T05,D07-B01-T06,D07-B01-T08,D07-B03-T05"
36.338786,32.290772,OST-7-5,25,"D07-B03-T02,D07-B03-T03,D07-B03-T04,D07-B03-T06,D07-B03-T07,D07-B03-T08,D07-B05-T05,D07-B05-T06,D07-B05-T07,D07-B05-T08,D07-B05-T10,D07-B07-T03"
36.339294,32.291864,OST-7-6,25,"D07-B07-T05,D07-B07-T06,D07-B07-T07,D07-B07-T08,D07-B09-T06,D07-B09-T07,D07-B09-T08,D07-B09-T10,D07-B09-T12,D07-B09-T13"
36.340488,32.288947,OST-7-7,25,"D07-B02-T02,D07-B02-T03,D07-B02-T04,D07-B02-T06,D07-B04-T01,D07-B04-T02,D07-B04-T03,D07-B04-T04,D07-B04-T05,D07-B04-T06"
36.341003,32.290042,OST-7-8,25,"D07-B06-T01,D07-B06-T02,D07-B06-T03,D07-B06-T04,D07-B06-T05"
36.341497,32.291133,OST-7-9,25,"D07-B10-T02,D07-B10-T03,D07-B10-T04,D07-B12-T02,D07-B12-T03,D07-B12-T04,D07-B12-T06"
36.342002,32.292231,OST-7-10,25,"D07-B14-T01,D07-B14-T03,D07-B14-T05,D07-B14-T06,D07-B16-T01,D07-B16-T02,D07-B16-T03,D07-B16-T04,D07-B16-T05,D07-B16-T06,D07-B16-T07,D07-B18-T10"
36.342506,32.293326,OST-7-11,25,"D07-B18-T01,D07-B18-T02,D07-B18-T03,D07-B18-T04,D07-B18-T05,D07-B18-T07,D07-B18-T09,D07-B18-T11,D07-B18-T13,D07-B18-T14,D07-B18-T16"
36.34297,32.294342,OST-7-12,25,"D07-B22-T01,D07-B22-T02,D07-B22-T03,D07-B22-T04,D07-B22-T05,D07-B22-T06,D07-B22-T07,D07-B22-T08,D07-B22-T09,D07-B22-T10,D07-B24-T01,D07-B24-T03,D07-B24-T05,D07-B24-T06,D07-B24-T08,D07-B24-T10,D07-B24-T11,D07-B24-T13,D07-B24-T14"
36.341577,32.289858,OST-7-13,25,"D07-B06-T06,D07-B06-T07,D07-B06-T08,D07-B08-T06,D07-B08-T07,D07-B08-T08,D07-B08-T09,D07-B08-T10"
36.341721,32.288538,OST-7-14,25,"D07-B02-T07,D07-B02-T08,D07-B04-T07,D07-B04-T08"
36.342715,32.290729,OST-7-15,25,"D07-B10-T06,D07-B10-T08,D07-B10-T09,D07-B10-T10,D07-B10-T11,D07-B12-T08,D07-B12-T09"
36.343226,32.29183,OST-7-16,25,"D07-B14-T07,D07-B14-T08,D07-B14-T09,D07-B14-T10,D07-B16-T08,D07-B16-T09,D07-B16-T10,D07-B16-T11,D07-B16-T12,D07-B18-T12"
36.34364,32.292953,OST-7-17,25,"D07-B18-T18,D07-B20-T01,D07-B20-T02,D07-B20-T03,D07-B20-T04,D07-B20-T05,D07-B20-T06,D07-B20-T07,D07-B20-T08,D07-B20-T09,D07-B20-T10,D07-B20-T11,D07-B20-T12"
36.319975,32.294064,OST-11-3,50,"D11-B01-T03,D11-B01-T04,D11-B01-T05,D11-B01-T06,D11-B01-T07,D11-B01-T08,D11-B01-T09,D11-B01-T10,D11-B01-T11,D11-B01-T12,D11-B01-T13,D11-B01-T14,D11-B01-T15,D11-B03-T05,D11-B03-T07,D11-B03-T09,D11-B03-T10,D11-B03-T14"
36.319245,32.292495,OST-11-4,50,"D11-B03-T08,D11-B03-T11,D11-B03-T12,D11-B03-T13,D11-B03-T15,D11-B05-T09,D11-B05-T10,D11-B05-T11,D11-B05-T13,D11-B05-T14,D11-B05-T15,D11-B05-T16,D11-B05-T17,D11-B05-T18,D11-B05-T19,D11-B05-T20,D11-B05-T21,D11-B05-T22,D11-B05-T23,D11-B05-T24,D11-B05-T25"
36.319101,32.292188,OST-11-5,50,"D11-B07-T06,D11-B07-T08,D11-B07-T09,D11-B07-T10,D11-B07-T11,D11-B07-T12,D11-B07-T13,D11-B07-T14,D11-B07-T15"
36.318426,32.290605,OST-11-6,50,"D11-B09-T08,D11-B09-T09,D11-B09-T10,D11-B09-T11,D11-B09-T12,D11-B09-T13,D11-B09-T14,D11-B09-T15,D11-B09-T16"
36.318352,32.290268,OST-11-7,50,"D11-B11-T01,D11-B11-T02,D11-B11-T03,D11-B11-T04,D11-B11-T05,D11-B11-T06,D11-B11-T07,D11-B11-T08,D11-B11-T09,D11-B11-T10,D11-B11-T11,D11-B11-T12,D11-B11-T13,D11-B11-T14,D11-B11-T15"
36.31762,32.288715,OST-11-8,50,"D11-B13-T01,D11-B13-T02,D11-B13-T03,D11-B13-T04,D11-B13-T05,D11-B13-T06,D11-B13-T07,D11-B13-T08,D11-B13-T09,D11-B13-T10,D11-B13-T11,D11-B15-T01,D11-B15-T02,D11-B15-T03,D11-B15-T04"
36.322462,32.293292,OST-11-9,50,"D11-B02-T01,D11-B02-T02,D11-B02-T03,D11-B02-T04,D11-B02-T05,D11-B02-T06,D11-B02-T07,D11-B02-T08,D11-B02-T09,D11-B04-T01,D11-B04-T02,D11-B04-T03,D11-B04-T04,D11-B04-T05,D11-B04-T06,D11-B04-T07,D11-B04-T08,D11-B04-T09,D11-B04-T10,D11-B04-T11,D11-B04-T12,D11-B04-T13"
36.321772,32.291684,OST-11-10,50,"D11-B06-T01,D11-B06-T02,D11-B06-T03,D11-B06-T04,D11-B06-T05,D11-B06-T06,D11-B06-T07,D11-B06-T08,D11-B06-T09,D11-B06-T10,D11-B06-T11,D11-B06-T12,D11-B06-T13"
36.321646,32.291413,OST-11-11,50,"D11-B08-T01,D11-B08-T03,D11-B08-T05,D11-B08-T07,D11-B08-T09,D11-B08-T10,D11-B08-T12"
36.320947,32.289812,OST-11-12,50,"D11-B08-T02,D11-B08-T04,D11-B08-T06,D11-B08-T08,D11-B08-T11,D11-B08-T13,D11-B10-T01,D11-B10-T02,D11-B10-T03,D11-B10-T04,D11-B10-T05,D11-B10-T06,D11-B10-T07,D11-B10-T08,D11-B10-T09,D11-B10-T10,D11-B10-T11,D11-B10-T12,D11-B10-T13,D11-B10-T14"
36.320798,32.289471,OST-11-13,50,"D11-B12-T01,D11-B12-T02,D11-B12-T03,D11-B12-T04,D11-B12-T05,D11-B12-T06,D11-B12-T07,D11-B12-T08,D11-B12-T09,D11-B12-T10,D11-B12-T11,D11-B12-T12,D11-B12-T13,D11-B12-T14"
36.320085,32.287912,OST-11-14,50,"D11-B11-T16,D11-B13-T12,D11-B13-T13,D11-B13-T14,D11-B13-T15,D11-B13-T16,D11-B13-T17,D11-B13-T18,D11-B14-T01,D11-B14-T02,D11-B14-T03,D11-B14-T04,D11-B14-T05,D11-B14-T07,D11-B14-T08,D11-B14-T09,D11-B15-T05,D11-B15-T06,D11-B15-T07,D11-B15-T08,D11-B16-T01,D11-B16-T02,D11-B16-T03,D11-B16-T04,D11-B16-T05,D11-B16-T06"
36.312955,32.295968,OST-12-1,20,"D12-B01-T01,D12-B01-T02,D12-B01-T03,D12-B01-T04,D12-B01-T05,D12-B02-T03,D12-B02-T04,D12-B02-T06,D12-B02-T07,D12-B02-T08,D12-B02-T09,D12-B02-T10,D12-B02-T11,D12-B02-T12"
36.314571,32.293963,OST-12-2,20,"D12-B03-T13,D12-B03-T14,D12-B03-T15,D12-B03-T16,D12-B03-T17,D12-B04-T05,D12-B04-T06,D12-B04-T07,D12-B05-T04,D12-B05-T05,D12-B05-T06,D12-B05-T07"
36.315917,32.294207,OST-12-3,20,"D12-B02-T16,D12-B03-T18,D12-B04-T09,D12-B04-T10,D12-B04-T11"
36.315533,32.291383,OST-12-4,20,"D12-B03-T21,D12-B09-T03,D12-B09-T04,D12-B10-T04,D12-B10-T05,D12-B10-T06,D12-B10-T07,D12-B10-T08,D12-B10-T09"
36.31648,32.292616,OST-12-6,20,"D12-B06-T09,D12-B06-T11,D12-B06-T12,D12-B07-T08,D12-B07-T09,D12-B07-T10,D12-B07-T11,D12-B08-T05,D12-B08-T06"
36.325533,32.292293,,,
36.328071,32.291514,,,
36.327293,32.289899,,,
36.324823,32.29073,,,
36.327158,32.289573,,,
36.324675,32.290402,,,
36.323973,32.288843,,,
36.326461,32.288027,,,
36.326294,32.287653,,,
36.323816,32.288502,,,
36.32559,32.286156,,,
36.323099,32.28694,,,
36.331012,32.284376,,,
36.330911,32.290547,,,
36.334777,32.289283,,,
36.330203,32.288987,,,
36.330073,32.288648,,,
36.333368,32.287954,,,
36.333234,32.287614,,,
36.330017,32.286865,,,
36.33251,32.286063,,,
36.329917,32.286533,,,
36.332313,32.285752,,,
36.328544,32.285195,,,
36.319577,32.298245,,,
36.31857,32.298478,,,
36.31775,32.298524,,,
36.318044,32.298986,,,
36.321293,32.301969,,,
36.31628,32.294631,,,
36.335655,32.297684,,,
36.335304,32.296837,,,
36.333273,32.295706,,,
36.332458,32.293797,,,
36.331512,32.291931,,,
36.337763,32.296005,,,
36.336906,32.294128,,,
36.336186,32.292561,,,
36.334631,32.290907,,,
36.339124,32.287824,,,
36.339822,32.287587,,,
36.340203,32.287458,,,
36.340351,32.287402,,,
36.341144,32.287138,,,
36.339396,32.286608,,,
36.340253,32.286362,,,
36.341094,32.28612,,,
36.338149,32.285758,,,
36.338883,32.285513,,,
36.340564,32.284948,,,
36.340205,32.285059,,,
36.339787,32.285198,,,
36.336426,32.282573,,,
36.3387,32.281899,,,
36.339308,32.281677,,,
36.336934,32.283659,,,
36.339196,32.282904,,,
36.34028,32.282574,,,
36.337441,32.284732,,,
36.338487,32.284389,,,
36.340364,32.28375,,,
36.339983,32.283871,,,
36.334217,32.283305,,,
36.334745,32.284387,,,
36.336219,32.285144,,,
36.33669,32.286245,,,
36.336235,32.287651,,,
36.336692,32.288637,,,
36.318751,32.296821,,,
36.317458,32.296911,,,
36.315319,32.297063,,,
36.315225,32.297334,,,
36.314036,32.297469,,,
36.316662,32.296962,,,
36.314458,32.298061,,,
36.316828,32.297734,,,
36.318022,32.297778,,,
36.319079,32.29772,,,
36.314919,32.298586,,,
36.317461,32.298362,,,
36.318432,32.298295,,,
36.316134,32.298528,,,
36.316167,32.299363,,,
36.316891,32.299043,,,
36.318968,32.298822,,,
36.319853,32.299034,,,
36.318533,32.299342,,,
36.317602,32.299208,,,
36.315423,32.30012,,,
36.315801,32.298149,,,
36.320769,32.302929,,,
36.319833,32.303199,,,
36.321627,32.302697,,,
36.32078,32.302332,,,
36.319704,32.302644,,,
36.318695,32.302907,,,
36.319559,32.30242,,,
36.317893,32.302706,,,
36.320221,32.301507,,,
36.31891,32.301644,,,
36.31801,32.3017,,,
36.320844,32.300976,,,
36.319311,32.30091,,,
36.318261,32.301036,,,
36.317101,32.301035,,,
36.319591,32.300327,,,
36.318957,32.300504,,,
36.317477,32.300801,,,
36.319821,32.299862,,,
36.318877,32.300056,,,
36.317718,32.300284,,,
36.316672,32.300492,,,
36.324671,32.298813,,,
36.324521,32.299173,,,
36.323691,32.299145,,,
36.323577,32.299468,,,
36.322464,32.299824,,,
36.325048,32.299639,,,
36.322577,32.300061,,,
36.322932,32.300731,,,
36.324061,32.300312,,,
36.325048,32.300027,,,
36.323003,32.301006,,,
36.323391,32.301648,,,
36.325341,32.300947,,,
36.325481,32.300635,,,
36.323745,32.302795,,,
36.325949,32.302058,,,
36.323768,32.297477,,,
36.321686,32.298153,,,
36.321834,32.297842,,,
36.322931,32.29744,,,
36.323891,32.297183,,,
36.323419,32.29664,,,
36.322557,32.296609,,,
36.32243,32.296955,,,
36.321448,32.296972,,,
36.320892,32.296368,,,
36.323502,32.296299,,,
36.322986,32.295691,,,
36.321037,32.296047,,,
36.322141,32.295691,,,
36.323125,32.295353,,,
